0,0,0
0.75,0,0
1.5,-0.75,-0.75
1.5,-0.75,0
1.5,-0.75,0.75
1.5,0,-0.75
1.5,0,0
1.5,0,0.75
1.5,0.75,-0.75
1.5,0.75,0
1.5,0.75,0.75
2.25,-1.5,-1.5
2.25,-1.5,-0.75
2.25,-1.5,0
2.25,-1.5,0.75
2.25,-1.5,1.5
2.25,-0.75,-1.5
2.25,-0.75,-0.75
2.25,-0.75,0
2.25,-0.75,0.75
2.25,-0.75,1.5
2.25,0,-1.5
2.25,0,-0.75
2.25,0,0
2.25,0,0.75
2.25,0,1.5
2.25,0.75,-1.5
2.25,0.75,-0.75
2.25,0.75,0
2.25,0.75,0.75
2.25,0.75,1.5
2.25,1.5,-1.5
2.25,1.5,-0.75
2.25,1.5,0
2.25,1.5,0.75
2.25,1.5,1.5
3,-1.5,-1.5
3,-1.5,-0.75
3,-1.5,0
3,-1.5,0.75
3,-1.5,1.5
3,-0.75,-1.5
3,-0.75,-0.75
3,-0.75,0
3,-0.75,0.75
3,-0.75,1.5
3,0,-1.5
3,0,-0.75
3,0,0
3,0,0.75
3,0,1.5
3,0.75,-1.5
3,0.75,-0.75
3,0.75,0
3,0.75,0.75
3,0.75,1.5
3,1.5,-1.5
3,1.5,-0.75
3,1.5,0
3,1.5,0.75
3,1.5,1.5
