0.714286,-5,2.14286
0.714286,-5,3.57143
0.714286,-5,5
0.714286,-3.57143,2.14286
0.714286,-3.57143,3.57143
0.714286,-3.57143,5
0.714286,-2.14286,2.14286
0.714286,-2.14286,3.57143
0.714286,-2.14286,5
0.714286,-0.714286,2.14286
0.714286,-0.714286,3.57143
0.714286,-0.714286,5
0.714286,0.714286,2.14286
0.714286,0.714286,3.57143
0.714286,0.714286,5
0.714286,2.14286,2.14286
0.714286,2.14286,3.57143
0.714286,2.14286,5
0.714286,3.57143,2.14286
0.714286,3.57143,3.57143
0.714286,3.57143,5
0.714286,5,2.14286
0.714286,5,3.57143
0.714286,5,5
2.14286,-5,3.57143
2.14286,-5,5
2.14286,-3.57143,3.57143
2.14286,-3.57143,5
2.14286,-2.14286,3.57143
2.14286,-2.14286,5
2.14286,-0.714286,3.57143
2.14286,-0.714286,5
2.14286,0.714286,3.57143
2.14286,0.714286,5
2.14286,2.14286,3.57143
2.14286,2.14286,5
2.14286,3.57143,3.57143
2.14286,3.57143,5
2.14286,5,3.57143
2.14286,5,5
