0.178571,-5.55112e-17,-5.55112e-17
0.357143,-0.178571,-0.178571
0.357143,-0.178571,-5.55112e-17
0.357143,-0.178571,0.178571
0.357143,-5.55112e-17,-0.178571
0.357143,-5.55112e-17,-5.55112e-17
0.357143,-5.55112e-17,0.178571
0.357143,0.178571,-0.178571
0.357143,0.178571,-5.55112e-17
0.357143,0.178571,0.178571
0.535714,-0.357143,-0.357143
0.535714,-0.357143,-0.178571
0.535714,-0.357143,-5.55112e-17
0.535714,-0.357143,0.178571
0.535714,-0.357143,0.357143
0.535714,-0.178571,-0.357143
0.535714,-0.178571,-0.178571
0.535714,-0.178571,-5.55112e-17
0.535714,-0.178571,0.178571
0.535714,-0.178571,0.357143
0.535714,-5.55112e-17,-0.357143
0.535714,-5.55112e-17,-0.178571
0.535714,-5.55112e-17,-5.55112e-17
0.535714,-5.55112e-17,0.178571
0.535714,-5.55112e-17,0.357143
0.535714,0.178571,-0.357143
0.535714,0.178571,-0.178571
0.535714,0.178571,-5.55112e-17
0.535714,0.178571,0.178571
0.535714,0.178571,0.357143
0.535714,0.357143,-0.357143
0.535714,0.357143,-0.178571
0.535714,0.357143,-5.55112e-17
0.535714,0.357143,0.178571
0.535714,0.357143,0.357143
0.714286,-0.357143,-0.357143
0.714286,-0.357143,-0.178571
0.714286,-0.357143,-5.55112e-17
0.714286,-0.357143,0.178571
0.714286,-0.357143,0.357143
0.714286,-0.178571,-0.357143
0.714286,-0.178571,-0.178571
0.714286,-0.178571,-5.55112e-17
0.714286,-0.178571,0.178571
0.714286,-0.178571,0.357143
0.714286,-5.55112e-17,-0.357143
0.714286,-5.55112e-17,-0.178571
0.714286,-5.55112e-17,-5.55112e-17
0.714286,-5.55112e-17,0.178571
0.714286,-5.55112e-17,0.357143
0.714286,0.178571,-0.357143
0.714286,0.178571,-0.178571
0.714286,0.178571,-5.55112e-17
0.714286,0.178571,0.178571
0.714286,0.178571,0.357143
0.714286,0.357143,-0.357143
0.714286,0.357143,-0.178571
0.714286,0.357143,-5.55112e-17
0.714286,0.357143,0.178571
0.714286,0.357143,0.357143
0.892857,-0.535714,-0.535714
0.892857,-0.535714,-0.357143
0.892857,-0.535714,-0.178571
0.892857,-0.535714,-5.55112e-17
0.892857,-0.535714,0.178571
0.892857,-0.535714,0.357143
0.892857,-0.535714,0.535714
