0.014286 -0.000000 -0.005357,1.171429 -0.000000 -0.439286,2.328571 -0.000000 -0.873214,3.485714 -0.000000 -1.307143,4.642857 -0.000000 -1.741071,5.800000 -0.000000 -2.175000,6.957143 -0.000000 -2.608929,8.114286 -0.000000 -3.042857,9.271429 -0.000000 -3.476786,10.428571 -0.000000 -3.910714,11.585714 -0.000000 -4.344643,12.742857 -0.000000 -4.778571,13.900000 -0.000000 -5.212500,
0.014286 -0.000000 -0.003571,1.171429 -0.000000 -0.292857,2.328571 -0.000000 -0.582143,3.485714 -0.000000 -0.871429,4.642857 -0.000000 -1.160714,5.800000 -0.000000 -1.450000,6.957143 -0.000000 -1.739286,8.114286 -0.000000 -2.028571,9.271429 -0.000000 -2.317857,10.428571 -0.000000 -2.607143,11.585714 -0.000000 -2.896429,12.742857 -0.000000 -3.185714,13.900000 -0.000000 -3.475000,
0.014286 -0.000000 -0.001786,1.171429 -0.000000 -0.146429,2.328571 -0.000000 -0.291071,3.485714 -0.000000 -0.435714,4.642857 -0.000000 -0.580357,5.800000 -0.000000 -0.725000,6.957143 -0.000000 -0.869643,8.114286 -0.000000 -1.014286,9.271429 -0.000000 -1.158929,10.428571 -0.000000 -1.303571,11.585714 -0.000000 -1.448214,12.742857 -0.000000 -1.592857,13.900000 -0.000000 -1.737500,
0.014286 -0.000000 -0.000000,1.171429 -0.000000 -0.000000,2.328571 -0.000000 -0.000000,3.485714 -0.000000 -0.000000,4.642857 -0.000000 -0.000000,5.800000 -0.000000 -0.000000,6.957143 -0.000000 -0.000000,8.114286 -0.000000 -0.000000,9.271429 -0.000000 -0.000000,10.428571 -0.000000 -0.000000,11.585714 -0.000000 -0.000000,12.742857 -0.000000 -0.000000,13.900000 -0.000000 -0.000000,
0.014286 -0.000000 0.001786,1.171429 -0.000000 0.146429,2.328571 -0.000000 0.291071,3.485714 -0.000000 0.435714,4.642857 -0.000000 0.580357,5.800000 -0.000000 0.725000,6.957143 -0.000000 0.869643,8.114286 -0.000000 1.014286,9.271429 -0.000000 1.158929,10.428571 -0.000000 1.303571,11.585714 -0.000000 1.448214,12.742857 -0.000000 1.592857,13.900000 -0.000000 1.737500,
0.014286 -0.000000 0.003571,1.171429 -0.000000 0.292857,2.328571 -0.000000 0.582143,3.485714 -0.000000 0.871429,4.642857 -0.000000 1.160714,5.800000 -0.000000 1.450000,6.957143 -0.000000 1.739286,8.114286 -0.000000 2.028571,9.271429 -0.000000 2.317857,10.428571 -0.000000 2.607143,11.585714 -0.000000 2.896429,12.742857 -0.000000 3.185714,13.900000 -0.000000 3.475000,
0.014286 -0.000000 0.005357,1.171429 -0.000000 0.439286,2.328571 -0.000000 0.873214,3.485714 -0.000000 1.307143,4.642857 -0.000000 1.741071,5.800000 -0.000000 2.175000,6.957143 -0.000000 2.608929,8.114286 -0.000000 3.042857,9.271429 -0.000000 3.476786,10.428571 -0.000000 3.910714,11.585714 -0.000000 4.344643,12.742857 -0.000000 4.778571,13.900000 -0.000000 5.212500,
0.014286 -0.000000 0.007143,1.171429 -0.000000 0.585714,2.328571 -0.000000 1.164286,3.485714 -0.000000 1.742857,4.642857 -0.000000 2.321429,5.800000 -0.000000 2.900000,6.957143 -0.000000 3.478571,8.114286 -0.000000 4.057143,9.271429 -0.000000 4.635714,10.428571 -0.000000 5.214286,11.585714 -0.000000 5.792857,12.742857 -0.000000 6.371429,13.900000 -0.000000 6.950000,
0.014286 -0.000000 0.008929,1.171429 -0.000000 0.732143,2.328571 -0.000000 1.455357,3.485714 -0.000000 2.178571,4.642857 -0.000000 2.901786,5.800000 -0.000000 3.625000,6.957143 -0.000000 4.348214,8.114286 -0.000000 5.071429,9.271429 -0.000000 5.794643,10.428571 -0.000000 6.517857,11.585714 -0.000000 7.241071,12.742857 -0.000000 7.964286,13.900000 -0.000000 8.687500,
0.014286 0.001786 -0.008929,1.171429 0.146429 -0.732143,2.328571 0.291071 -1.455357,3.485714 0.435714 -2.178571,4.642857 0.580357 -2.901786,5.800000 0.725000 -3.625000,6.957143 0.869643 -4.348214,8.114286 1.014286 -5.071429,9.271429 1.158929 -5.794643,10.428571 1.303571 -6.517857,11.585714 1.448214 -7.241071,12.742857 1.592857 -7.964286,13.900000 1.737500 -8.687500,
0.014286 0.001786 -0.007143,1.171429 0.146429 -0.585714,2.328571 0.291071 -1.164286,3.485714 0.435714 -1.742857,4.642857 0.580357 -2.321429,5.800000 0.725000 -2.900000,6.957143 0.869643 -3.478571,8.114286 1.014286 -4.057143,9.271429 1.158929 -4.635714,10.428571 1.303571 -5.214286,11.585714 1.448214 -5.792857,12.742857 1.592857 -6.371429,13.900000 1.737500 -6.950000,
0.014286 0.001786 -0.005357,1.171429 0.146429 -0.439286,2.328571 0.291071 -0.873214,3.485714 0.435714 -1.307143,4.642857 0.580357 -1.741071,5.800000 0.725000 -2.175000,6.957143 0.869643 -2.608929,8.114286 1.014286 -3.042857,9.271429 1.158929 -3.476786,10.428571 1.303571 -3.910714,11.585714 1.448214 -4.344643,12.742857 1.592857 -4.778571,13.900000 1.737500 -5.212500,
0.014286 0.001786 -0.003571,1.171429 0.146429 -0.292857,2.328571 0.291071 -0.582143,3.485714 0.435714 -0.871429,4.642857 0.580357 -1.160714,5.800000 0.725000 -1.450000,6.957143 0.869643 -1.739286,8.114286 1.014286 -2.028571,9.271429 1.158929 -2.317857,10.428571 1.303571 -2.607143,11.585714 1.448214 -2.896429,12.742857 1.592857 -3.185714,13.900000 1.737500 -3.475000,
0.014286 0.001786 -0.001786,1.171429 0.146429 -0.146429,2.328571 0.291071 -0.291071,3.485714 0.435714 -0.435714,4.642857 0.580357 -0.580357,5.800000 0.725000 -0.725000,6.957143 0.869643 -0.869643,8.114286 1.014286 -1.014286,9.271429 1.158929 -1.158929,10.428571 1.303571 -1.303571,11.585714 1.448214 -1.448214,12.742857 1.592857 -1.592857,13.900000 1.737500 -1.737500,
0.014286 0.001786 -0.000000,1.171429 0.146429 -0.000000,2.328571 0.291071 -0.000000,3.485714 0.435714 -0.000000,4.642857 0.580357 -0.000000,5.800000 0.725000 -0.000000,6.957143 0.869643 -0.000000,8.114286 1.014286 -0.000000,9.271429 1.158929 -0.000000,10.428571 1.303571 -0.000000,11.585714 1.448214 -0.000000,12.742857 1.592857 -0.000000,13.900000 1.737500 -0.000000,
0.014286 0.001786 0.001786,1.171429 0.146429 0.146429,2.328571 0.291071 0.291071,3.485714 0.435714 0.435714,4.642857 0.580357 0.580357,5.800000 0.725000 0.725000,6.957143 0.869643 0.869643,8.114286 1.014286 1.014286,9.271429 1.158929 1.158929,10.428571 1.303571 1.303571,11.585714 1.448214 1.448214,12.742857 1.592857 1.592857,13.900000 1.737500 1.737500,
0.014286 0.001786 0.003571,1.171429 0.146429 0.292857,2.328571 0.291071 0.582143,3.485714 0.435714 0.871429,4.642857 0.580357 1.160714,5.800000 0.725000 1.450000,6.957143 0.869643 1.739286,8.114286 1.014286 2.028571,9.271429 1.158929 2.317857,10.428571 1.303571 2.607143,11.585714 1.448214 2.896429,12.742857 1.592857 3.185714,13.900000 1.737500 3.475000,
0.014286 0.001786 0.005357,1.171429 0.146429 0.439286,2.328571 0.291071 0.873214,3.485714 0.435714 1.307143,4.642857 0.580357 1.741071,5.800000 0.725000 2.175000,6.957143 0.869643 2.608929,8.114286 1.014286 3.042857,9.271429 1.158929 3.476786,10.428571 1.303571 3.910714,11.585714 1.448214 4.344643,12.742857 1.592857 4.778571,13.900000 1.737500 5.212500,
0.014286 0.001786 0.007143,1.171429 0.146429 0.585714,2.328571 0.291071 1.164286,3.485714 0.435714 1.742857,4.642857 0.580357 2.321429,5.800000 0.725000 2.900000,6.957143 0.869643 3.478571,8.114286 1.014286 4.057143,9.271429 1.158929 4.635714,10.428571 1.303571 5.214286,11.585714 1.448214 5.792857,12.742857 1.592857 6.371429,13.900000 1.737500 6.950000,
0.014286 0.001786 0.008929,1.171429 0.146429 0.732143,2.328571 0.291071 1.455357,3.485714 0.435714 2.178571,4.642857 0.580357 2.901786,5.800000 0.725000 3.625000,6.957143 0.869643 4.348214,8.114286 1.014286 5.071429,9.271429 1.158929 5.794643,10.428571 1.303571 6.517857,11.585714 1.448214 7.241071,12.742857 1.592857 7.964286,13.900000 1.737500 8.687500,
0.014286 0.003571 -0.008929,1.171429 0.292857 -0.732143,2.328571 0.582143 -1.455357,3.485714 0.871429 -2.178571,4.642857 1.160714 -2.901786,5.800000 1.450000 -3.625000,6.957143 1.739286 -4.348214,8.114286 2.028571 -5.071429,9.271429 2.317857 -5.794643,10.428571 2.607143 -6.517857,11.585714 2.896429 -7.241071,12.742857 3.185714 -7.964286,13.900000 3.475000 -8.687500,
0.014286 0.003571 -0.007143,1.171429 0.292857 -0.585714,2.328571 0.582143 -1.164286,3.485714 0.871429 -1.742857,4.642857 1.160714 -2.321429,5.800000 1.450000 -2.900000,6.957143 1.739286 -3.478571,8.114286 2.028571 -4.057143,9.271429 2.317857 -4.635714,10.428571 2.607143 -5.214286,11.585714 2.896429 -5.792857,12.742857 3.185714 -6.371429,13.900000 3.475000 -6.950000,
0.014286 0.003571 -0.005357,1.171429 0.292857 -0.439286,2.328571 0.582143 -0.873214,3.485714 0.871429 -1.307143,4.642857 1.160714 -1.741071,5.800000 1.450000 -2.175000,6.957143 1.739286 -2.608929,8.114286 2.028571 -3.042857,9.271429 2.317857 -3.476786,10.428571 2.607143 -3.910714,11.585714 2.896429 -4.344643,12.742857 3.185714 -4.778571,13.900000 3.475000 -5.212500,
0.014286 0.003571 -0.003571,1.171429 0.292857 -0.292857,2.328571 0.582143 -0.582143,3.485714 0.871429 -0.871429,4.642857 1.160714 -1.160714,5.800000 1.450000 -1.450000,6.957143 1.739286 -1.739286,8.114286 2.028571 -2.028571,9.271429 2.317857 -2.317857,10.428571 2.607143 -2.607143,11.585714 2.896429 -2.896429,12.742857 3.185714 -3.185714,13.900000 3.475000 -3.475000,
0.014286 0.003571 -0.001786,1.171429 0.292857 -0.146429,2.328571 0.582143 -0.291071,3.485714 0.871429 -0.435714,4.642857 1.160714 -0.580357,5.800000 1.450000 -0.725000,6.957143 1.739286 -0.869643,8.114286 2.028571 -1.014286,9.271429 2.317857 -1.158929,10.428571 2.607143 -1.303571,11.585714 2.896429 -1.448214,12.742857 3.185714 -1.592857,13.900000 3.475000 -1.737500,
0.014286 0.003571 -0.000000,1.171429 0.292857 -0.000000,2.328571 0.582143 -0.000000,3.485714 0.871429 -0.000000,4.642857 1.160714 -0.000000,5.800000 1.450000 -0.000000,6.957143 1.739286 -0.000000,8.114286 2.028571 -0.000000,9.271429 2.317857 -0.000000,10.428571 2.607143 -0.000000,11.585714 2.896429 -0.000000,12.742857 3.185714 -0.000000,13.900000 3.475000 -0.000000,
0.014286 0.003571 0.001786,1.171429 0.292857 0.146429,2.328571 0.582143 0.291071,3.485714 0.871429 0.435714,4.642857 1.160714 0.580357,5.800000 1.450000 0.725000,6.957143 1.739286 0.869643,8.114286 2.028571 1.014286,9.271429 2.317857 1.158929,10.428571 2.607143 1.303571,11.585714 2.896429 1.448214,12.742857 3.185714 1.592857,13.900000 3.475000 1.737500,
0.014286 0.003571 0.003571,1.171429 0.292857 0.292857,2.328571 0.582143 0.582143,3.485714 0.871429 0.871429,4.642857 1.160714 1.160714,5.800000 1.450000 1.450000,6.957143 1.739286 1.739286,8.114286 2.028571 2.028571,9.271429 2.317857 2.317857,10.428571 2.607143 2.607143,11.585714 2.896429 2.896429,12.742857 3.185714 3.185714,13.900000 3.475000 3.475000,
0.014286 0.003571 0.005357,1.171429 0.292857 0.439286,2.328571 0.582143 0.873214,3.485714 0.871429 1.307143,4.642857 1.160714 1.741071,5.800000 1.450000 2.175000,6.957143 1.739286 2.608929,8.114286 2.028571 3.042857,9.271429 2.317857 3.476786,10.428571 2.607143 3.910714,11.585714 2.896429 4.344643,12.742857 3.185714 4.778571,13.900000 3.475000 5.212500,
0.014286 0.003571 0.007143,1.171429 0.292857 0.585714,2.328571 0.582143 1.164286,3.485714 0.871429 1.742857,4.642857 1.160714 2.321429,5.800000 1.450000 2.900000,6.957143 1.739286 3.478571,8.114286 2.028571 4.057143,9.271429 2.317857 4.635714,10.428571 2.607143 5.214286,11.585714 2.896429 5.792857,12.742857 3.185714 6.371429,13.900000 3.475000 6.950000,
0.014286 0.003571 0.008929,1.171429 0.292857 0.732143,2.328571 0.582143 1.455357,3.485714 0.871429 2.178571,4.642857 1.160714 2.901786,5.800000 1.450000 3.625000,6.957143 1.739286 4.348214,8.114286 2.028571 5.071429,9.271429 2.317857 5.794643,10.428571 2.607143 6.517857,11.585714 2.896429 7.241071,12.742857 3.185714 7.964286,13.900000 3.475000 8.687500,
0.014286 0.005357 -0.008929,1.171429 0.439286 -0.732143,2.328571 0.873214 -1.455357,3.485714 1.307143 -2.178571,4.642857 1.741071 -2.901786,5.800000 2.175000 -3.625000,6.957143 2.608929 -4.348214,8.114286 3.042857 -5.071429,9.271429 3.476786 -5.794643,10.428571 3.910714 -6.517857,11.585714 4.344643 -7.241071,12.742857 4.778571 -7.964286,13.900000 5.212500 -8.687500,
0.014286 0.005357 -0.007143,1.171429 0.439286 -0.585714,2.328571 0.873214 -1.164286,3.485714 1.307143 -1.742857,4.642857 1.741071 -2.321429,5.800000 2.175000 -2.900000,6.957143 2.608929 -3.478571,8.114286 3.042857 -4.057143,9.271429 3.476786 -4.635714,10.428571 3.910714 -5.214286,11.585714 4.344643 -5.792857,12.742857 4.778571 -6.371429,13.900000 5.212500 -6.950000,
0.014286 0.005357 -0.005357,1.171429 0.439286 -0.439286,2.328571 0.873214 -0.873214,3.485714 1.307143 -1.307143,4.642857 1.741071 -1.741071,5.800000 2.175000 -2.175000,6.957143 2.608929 -2.608929,8.114286 3.042857 -3.042857,9.271429 3.476786 -3.476786,10.428571 3.910714 -3.910714,11.585714 4.344643 -4.344643,12.742857 4.778571 -4.778571,13.900000 5.212500 -5.212500,
0.014286 0.005357 -0.003571,1.171429 0.439286 -0.292857,2.328571 0.873214 -0.582143,3.485714 1.307143 -0.871429,4.642857 1.741071 -1.160714,5.800000 2.175000 -1.450000,6.957143 2.608929 -1.739286,8.114286 3.042857 -2.028571,9.271429 3.476786 -2.317857,10.428571 3.910714 -2.607143,11.585714 4.344643 -2.896429,12.742857 4.778571 -3.185714,13.900000 5.212500 -3.475000,
0.014286 0.005357 -0.001786,1.171429 0.439286 -0.146429,2.328571 0.873214 -0.291071,3.485714 1.307143 -0.435714,4.642857 1.741071 -0.580357,5.800000 2.175000 -0.725000,6.957143 2.608929 -0.869643,8.114286 3.042857 -1.014286,9.271429 3.476786 -1.158929,10.428571 3.910714 -1.303571,11.585714 4.344643 -1.448214,12.742857 4.778571 -1.592857,13.900000 5.212500 -1.737500,
0.014286 0.005357 -0.000000,1.171429 0.439286 -0.000000,2.328571 0.873214 -0.000000,3.485714 1.307143 -0.000000,4.642857 1.741071 -0.000000,5.800000 2.175000 -0.000000,6.957143 2.608929 -0.000000,8.114286 3.042857 -0.000000,9.271429 3.476786 -0.000000,10.428571 3.910714 -0.000000,11.585714 4.344643 -0.000000,12.742857 4.778571 -0.000000,13.900000 5.212500 -0.000000,
0.014286 0.005357 0.001786,1.171429 0.439286 0.146429,2.328571 0.873214 0.291071,3.485714 1.307143 0.435714,4.642857 1.741071 0.580357,5.800000 2.175000 0.725000,6.957143 2.608929 0.869643,8.114286 3.042857 1.014286,9.271429 3.476786 1.158929,10.428571 3.910714 1.303571,11.585714 4.344643 1.448214,12.742857 4.778571 1.592857,13.900000 5.212500 1.737500,
0.014286 0.005357 0.003571,1.171429 0.439286 0.292857,2.328571 0.873214 0.582143,3.485714 1.307143 0.871429,4.642857 1.741071 1.160714,5.800000 2.175000 1.450000,6.957143 2.608929 1.739286,8.114286 3.042857 2.028571,9.271429 3.476786 2.317857,10.428571 3.910714 2.607143,11.585714 4.344643 2.896429,12.742857 4.778571 3.185714,13.900000 5.212500 3.475000,
0.014286 0.005357 0.005357,1.171429 0.439286 0.439286,2.328571 0.873214 0.873214,3.485714 1.307143 1.307143,4.642857 1.741071 1.741071,5.800000 2.175000 2.175000,6.957143 2.608929 2.608929,8.114286 3.042857 3.042857,9.271429 3.476786 3.476786,10.428571 3.910714 3.910714,11.585714 4.344643 4.344643,12.742857 4.778571 4.778571,13.900000 5.212500 5.212500,
0.014286 0.005357 0.007143,1.171429 0.439286 0.585714,2.328571 0.873214 1.164286,3.485714 1.307143 1.742857,4.642857 1.741071 2.321429,5.800000 2.175000 2.900000,6.957143 2.608929 3.478571,8.114286 3.042857 4.057143,9.271429 3.476786 4.635714,10.428571 3.910714 5.214286,11.585714 4.344643 5.792857,12.742857 4.778571 6.371429,13.900000 5.212500 6.950000,
0.014286 0.005357 0.008929,1.171429 0.439286 0.732143,2.328571 0.873214 1.455357,3.485714 1.307143 2.178571,4.642857 1.741071 2.901786,5.800000 2.175000 3.625000,6.957143 2.608929 4.348214,8.114286 3.042857 5.071429,9.271429 3.476786 5.794643,10.428571 3.910714 6.517857,11.585714 4.344643 7.241071,12.742857 4.778571 7.964286,13.900000 5.212500 8.687500,
0.014286 0.007143 -0.008929,1.171429 0.585714 -0.732143,2.328571 1.164286 -1.455357,3.485714 1.742857 -2.178571,4.642857 2.321429 -2.901786,5.800000 2.900000 -3.625000,6.957143 3.478571 -4.348214,8.114286 4.057143 -5.071429,9.271429 4.635714 -5.794643,10.428571 5.214286 -6.517857,11.585714 5.792857 -7.241071,12.742857 6.371429 -7.964286,13.900000 6.950000 -8.687500,
0.014286 0.007143 -0.007143,1.171429 0.585714 -0.585714,2.328571 1.164286 -1.164286,3.485714 1.742857 -1.742857,4.642857 2.321429 -2.321429,5.800000 2.900000 -2.900000,6.957143 3.478571 -3.478571,8.114286 4.057143 -4.057143,9.271429 4.635714 -4.635714,10.428571 5.214286 -5.214286,11.585714 5.792857 -5.792857,12.742857 6.371429 -6.371429,13.900000 6.950000 -6.950000,
0.014286 0.007143 -0.005357,1.171429 0.585714 -0.439286,2.328571 1.164286 -0.873214,3.485714 1.742857 -1.307143,4.642857 2.321429 -1.741071,5.800000 2.900000 -2.175000,6.957143 3.478571 -2.608929,8.114286 4.057143 -3.042857,9.271429 4.635714 -3.476786,10.428571 5.214286 -3.910714,11.585714 5.792857 -4.344643,12.742857 6.371429 -4.778571,13.900000 6.950000 -5.212500,
0.014286 0.007143 -0.003571,1.171429 0.585714 -0.292857,2.328571 1.164286 -0.582143,3.485714 1.742857 -0.871429,4.642857 2.321429 -1.160714,5.800000 2.900000 -1.450000,6.957143 3.478571 -1.739286,8.114286 4.057143 -2.028571,9.271429 4.635714 -2.317857,10.428571 5.214286 -2.607143,11.585714 5.792857 -2.896429,12.742857 6.371429 -3.185714,13.900000 6.950000 -3.475000,
0.014286 0.007143 -0.001786,1.171429 0.585714 -0.146429,2.328571 1.164286 -0.291071,3.485714 1.742857 -0.435714,4.642857 2.321429 -0.580357,5.800000 2.900000 -0.725000,6.957143 3.478571 -0.869643,8.114286 4.057143 -1.014286,9.271429 4.635714 -1.158929,10.428571 5.214286 -1.303571,11.585714 5.792857 -1.448214,12.742857 6.371429 -1.592857,13.900000 6.950000 -1.737500,
0.014286 0.007143 -0.000000,1.171429 0.585714 -0.000000,2.328571 1.164286 -0.000000,3.485714 1.742857 -0.000000,4.642857 2.321429 -0.000000,5.800000 2.900000 -0.000000,6.957143 3.478571 -0.000000,8.114286 4.057143 -0.000000,9.271429 4.635714 -0.000000,10.428571 5.214286 -0.000000,11.585714 5.792857 -0.000000,12.742857 6.371429 -0.000000,13.900000 6.950000 -0.000000,
0.014286 0.007143 0.001786,1.171429 0.585714 0.146429,2.328571 1.164286 0.291071,3.485714 1.742857 0.435714,4.642857 2.321429 0.580357,5.800000 2.900000 0.725000,6.957143 3.478571 0.869643,8.114286 4.057143 1.014286,9.271429 4.635714 1.158929,10.428571 5.214286 1.303571,11.585714 5.792857 1.448214,12.742857 6.371429 1.592857,13.900000 6.950000 1.737500,
0.014286 0.007143 0.003571,1.171429 0.585714 0.292857,2.328571 1.164286 0.582143,3.485714 1.742857 0.871429,4.642857 2.321429 1.160714,5.800000 2.900000 1.450000,6.957143 3.478571 1.739286,8.114286 4.057143 2.028571,9.271429 4.635714 2.317857,10.428571 5.214286 2.607143,11.585714 5.792857 2.896429,12.742857 6.371429 3.185714,13.900000 6.950000 3.475000,
0.014286 0.007143 0.005357,1.171429 0.585714 0.439286,2.328571 1.164286 0.873214,3.485714 1.742857 1.307143,4.642857 2.321429 1.741071,5.800000 2.900000 2.175000,6.957143 3.478571 2.608929,8.114286 4.057143 3.042857,9.271429 4.635714 3.476786,10.428571 5.214286 3.910714,11.585714 5.792857 4.344643,12.742857 6.371429 4.778571,13.900000 6.950000 5.212500,
0.014286 0.007143 0.007143,1.171429 0.585714 0.585714,2.328571 1.164286 1.164286,3.485714 1.742857 1.742857,4.642857 2.321429 2.321429,5.800000 2.900000 2.900000,6.957143 3.478571 3.478571,8.114286 4.057143 4.057143,9.271429 4.635714 4.635714,10.428571 5.214286 5.214286,11.585714 5.792857 5.792857,12.742857 6.371429 6.371429,13.900000 6.950000 6.950000,
0.014286 0.007143 0.008929,1.171429 0.585714 0.732143,2.328571 1.164286 1.455357,3.485714 1.742857 2.178571,4.642857 2.321429 2.901786,5.800000 2.900000 3.625000,6.957143 3.478571 4.348214,8.114286 4.057143 5.071429,9.271429 4.635714 5.794643,10.428571 5.214286 6.517857,11.585714 5.792857 7.241071,12.742857 6.371429 7.964286,13.900000 6.950000 8.687500,
0.014286 0.008929 -0.008929,1.171429 0.732143 -0.732143,2.328571 1.455357 -1.455357,3.485714 2.178571 -2.178571,4.642857 2.901786 -2.901786,5.800000 3.625000 -3.625000,6.957143 4.348214 -4.348214,8.114286 5.071429 -5.071429,9.271429 5.794643 -5.794643,10.428571 6.517857 -6.517857,11.585714 7.241071 -7.241071,12.742857 7.964286 -7.964286,13.900000 8.687500 -8.687500,
0.014286 0.008929 -0.007143,1.171429 0.732143 -0.585714,2.328571 1.455357 -1.164286,3.485714 2.178571 -1.742857,4.642857 2.901786 -2.321429,5.800000 3.625000 -2.900000,6.957143 4.348214 -3.478571,8.114286 5.071429 -4.057143,9.271429 5.794643 -4.635714,10.428571 6.517857 -5.214286,11.585714 7.241071 -5.792857,12.742857 7.964286 -6.371429,13.900000 8.687500 -6.950000,
0.014286 0.008929 -0.005357,1.171429 0.732143 -0.439286,2.328571 1.455357 -0.873214,3.485714 2.178571 -1.307143,4.642857 2.901786 -1.741071,5.800000 3.625000 -2.175000,6.957143 4.348214 -2.608929,8.114286 5.071429 -3.042857,9.271429 5.794643 -3.476786,10.428571 6.517857 -3.910714,11.585714 7.241071 -4.344643,12.742857 7.964286 -4.778571,13.900000 8.687500 -5.212500,
0.014286 0.008929 -0.003571,1.171429 0.732143 -0.292857,2.328571 1.455357 -0.582143,3.485714 2.178571 -0.871429,4.642857 2.901786 -1.160714,5.800000 3.625000 -1.450000,6.957143 4.348214 -1.739286,8.114286 5.071429 -2.028571,9.271429 5.794643 -2.317857,10.428571 6.517857 -2.607143,11.585714 7.241071 -2.896429,12.742857 7.964286 -3.185714,13.900000 8.687500 -3.475000,
0.014286 0.008929 -0.001786,1.171429 0.732143 -0.146429,2.328571 1.455357 -0.291071,3.485714 2.178571 -0.435714,4.642857 2.901786 -0.580357,5.800000 3.625000 -0.725000,6.957143 4.348214 -0.869643,8.114286 5.071429 -1.014286,9.271429 5.794643 -1.158929,10.428571 6.517857 -1.303571,11.585714 7.241071 -1.448214,12.742857 7.964286 -1.592857,13.900000 8.687500 -1.737500,
0.014286 0.008929 -0.000000,1.171429 0.732143 -0.000000,2.328571 1.455357 -0.000000,3.485714 2.178571 -0.000000,4.642857 2.901786 -0.000000,5.800000 3.625000 -0.000000,6.957143 4.348214 -0.000000,8.114286 5.071429 -0.000000,9.271429 5.794643 -0.000000,10.428571 6.517857 -0.000000,11.585714 7.241071 -0.000000,12.742857 7.964286 -0.000000,13.900000 8.687500 -0.000000,
0.014286 0.008929 0.001786,1.171429 0.732143 0.146429,2.328571 1.455357 0.291071,3.485714 2.178571 0.435714,4.642857 2.901786 0.580357,5.800000 3.625000 0.725000,6.957143 4.348214 0.869643,8.114286 5.071429 1.014286,9.271429 5.794643 1.158929,10.428571 6.517857 1.303571,11.585714 7.241071 1.448214,12.742857 7.964286 1.592857,13.900000 8.687500 1.737500,
0.014286 0.008929 0.003571,1.171429 0.732143 0.292857,2.328571 1.455357 0.582143,3.485714 2.178571 0.871429,4.642857 2.901786 1.160714,5.800000 3.625000 1.450000,6.957143 4.348214 1.739286,8.114286 5.071429 2.028571,9.271429 5.794643 2.317857,10.428571 6.517857 2.607143,11.585714 7.241071 2.896429,12.742857 7.964286 3.185714,13.900000 8.687500 3.475000,
0.014286 0.008929 0.005357,1.171429 0.732143 0.439286,2.328571 1.455357 0.873214,3.485714 2.178571 1.307143,4.642857 2.901786 1.741071,5.800000 3.625000 2.175000,6.957143 4.348214 2.608929,8.114286 5.071429 3.042857,9.271429 5.794643 3.476786,10.428571 6.517857 3.910714,11.585714 7.241071 4.344643,12.742857 7.964286 4.778571,13.900000 8.687500 5.212500,
0.014286 0.008929 0.007143,1.171429 0.732143 0.585714,2.328571 1.455357 1.164286,3.485714 2.178571 1.742857,4.642857 2.901786 2.321429,5.800000 3.625000 2.900000,6.957143 4.348214 3.478571,8.114286 5.071429 4.057143,9.271429 5.794643 4.635714,10.428571 6.517857 5.214286,11.585714 7.241071 5.792857,12.742857 7.964286 6.371429,13.900000 8.687500 6.950000,
0.014286 0.008929 0.008929,1.171429 0.732143 0.732143,2.328571 1.455357 1.455357,3.485714 2.178571 2.178571,4.642857 2.901786 2.901786,5.800000 3.625000 3.625000,6.957143 4.348214 4.348214,8.114286 5.071429 5.071429,9.271429 5.794643 5.794643,10.428571 6.517857 6.517857,11.585714 7.241071 7.241071,12.742857 7.964286 7.964286,13.900000 8.687500 8.687500,
0.016071 -0.010714 -0.010714,1.317857 -0.878571 -0.878571,2.619643 -1.746429 -1.746429,3.921429 -2.614286 -2.614286,5.223214 -3.482143 -3.482143,6.525000 -4.350000 -4.350000,7.826786 -5.217857 -5.217857,9.128571 -6.085714 -6.085714,10.430357 -6.953571 -6.953571,11.732143 -7.821429 -7.821429,13.033929 -8.689286 -8.689286,14.335714 -9.557143 -9.557143,
0.016071 -0.010714 -0.008929,1.317857 -0.878571 -0.732143,2.619643 -1.746429 -1.455357,3.921429 -2.614286 -2.178571,5.223214 -3.482143 -2.901786,6.525000 -4.350000 -3.625000,7.826786 -5.217857 -4.348214,9.128571 -6.085714 -5.071429,10.430357 -6.953571 -5.794643,11.732143 -7.821429 -6.517857,13.033929 -8.689286 -7.241071,14.335714 -9.557143 -7.964286,
0.016071 -0.010714 -0.007143,1.317857 -0.878571 -0.585714,2.619643 -1.746429 -1.164286,3.921429 -2.614286 -1.742857,5.223214 -3.482143 -2.321429,6.525000 -4.350000 -2.900000,7.826786 -5.217857 -3.478571,9.128571 -6.085714 -4.057143,10.430357 -6.953571 -4.635714,11.732143 -7.821429 -5.214286,13.033929 -8.689286 -5.792857,14.335714 -9.557143 -6.371429,
0.016071 -0.010714 -0.005357,1.317857 -0.878571 -0.439286,2.619643 -1.746429 -0.873214,3.921429 -2.614286 -1.307143,5.223214 -3.482143 -1.741071,6.525000 -4.350000 -2.175000,7.826786 -5.217857 -2.608929,9.128571 -6.085714 -3.042857,10.430357 -6.953571 -3.476786,11.732143 -7.821429 -3.910714,13.033929 -8.689286 -4.344643,14.335714 -9.557143 -4.778571,
