0.675,-2.22045e-16,-2.22045e-16
1.35,-0.675,-0.675
1.35,-0.675,-2.22045e-16
1.35,-0.675,0.675
1.35,-2.22045e-16,-0.675
1.35,-2.22045e-16,-2.22045e-16
1.35,-2.22045e-16,0.675
1.35,0.675,-0.675
1.35,0.675,-2.22045e-16
1.35,0.675,0.675
2.025,-1.35,-1.35
2.025,-1.35,-0.675
2.025,-1.35,-2.22045e-16
2.025,-1.35,0.675
2.025,-1.35,1.35
2.025,-0.675,-1.35
2.025,-0.675,-0.675
2.025,-0.675,-2.22045e-16
2.025,-0.675,0.675
2.025,-0.675,1.35
2.025,-2.22045e-16,-1.35
2.025,-2.22045e-16,-0.675
2.025,-2.22045e-16,-2.22045e-16
2.025,-2.22045e-16,0.675
2.025,-2.22045e-16,1.35
2.025,0.675,-1.35
2.025,0.675,-0.675
2.025,0.675,-2.22045e-16
2.025,0.675,0.675
2.025,0.675,1.35
2.025,1.35,-1.35
2.025,1.35,-0.675
2.025,1.35,-2.22045e-16
2.025,1.35,0.675
2.025,1.35,1.35
2.7,-1.35,-1.35
2.7,-1.35,-0.675
2.7,-1.35,-2.22045e-16
2.7,-1.35,0.675
2.7,-1.35,1.35
2.7,-0.675,-1.35
2.7,-0.675,-0.675
2.7,-0.675,-2.22045e-16
2.7,-0.675,0.675
2.7,-0.675,1.35
2.7,-2.22045e-16,-1.35
2.7,-2.22045e-16,-0.675
2.7,-2.22045e-16,-2.22045e-16
2.7,-2.22045e-16,0.675
2.7,-2.22045e-16,1.35
2.7,0.675,-1.35
2.7,0.675,-0.675
2.7,0.675,-2.22045e-16
2.7,0.675,0.675
2.7,0.675,1.35
2.7,1.35,-1.35
2.7,1.35,-0.675
2.7,1.35,-2.22045e-16
2.7,1.35,0.675
2.7,1.35,1.35
